dataID,originalLabel,trueLabel,llama3.2:1b_EMO01,e1,e2,title,abstract,llama3.2:1b_EMO01__raw
223,none,0,0,dopac,depression,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: Yes"
224,none,0,0,hva,neurotoxic,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: Yes"
225,none,0,0,hva,depressive,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: Yes"
226,none,0,0,hva,depressive symptoms,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: Yes"
227,none,0,1,hva,depression,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: No
3: No
4: No
5: No
6: No
7: No
8: No
9: No
10: Yes"
228,none,0,0,tyrosine,neurotoxic,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
229,none,0,1,tyrosine,depressive,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
230,none,0,0,tyrosine,depressive symptoms,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
231,none,0,1,tyrosine,depression,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
232,none,0,0,serotonin,neurotoxic,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
233,none,0,1,serotonin,depressive,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
234,none,0,0,serotonin,depressive symptoms,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
235,none,0,1,serotonin,depression,a single neurotoxic dose of methamphetamine induces a long-lasting depressive-like behaviour in mice.,"methamphetamine (meth) triggers a disruption of the monoaminergic system and meth abuse leads to negative emotional states including depressive symptoms during drug withdrawal. however, it is currently unknown if the acute toxic dosage of meth also causes a long-lasting depressive phenotype and persistent monoaminergic deficits. thus, we now assessed the depressive-like behaviour in mice at early and long-term periods following a single high meth dose (30 mg/kg, i.p.). meth did not alter the motor function and procedural memory of mice as assessed by swimming speed and escape latency to find the platform in a cued version of the water maze task. however, meth significantly increased the immobility time in the tail suspension test at 3 and 49 days post-administration. this depressive-like profile induced by meth was accompanied by a marked depletion of frontostriatal dopaminergic and serotonergic neurotransmission, indicated by a reduction in the levels of dopamine, dopac and hva, tyrosine hydroxylase and serotonin, observed at both 3 and 49 days post-administration. in parallel, another neurochemical feature of depression--astroglial dysfunction--was unaffected in the cortex and the striatal levels of the astrocytic protein marker, glial fibrillary acidic protein, were only transiently increased at 3 days. these findings demonstrate for the first time that a single high dose of meth induces long-lasting depressive-like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.","1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes"
236,cid,1,0,linezolid,optic neuropathy,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes
9: No
10: Yes"
237,none,0,1,linezolid,loss of vision,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes
9: No
10: Yes"
238,none,0,0,linezolid,extensively drug-resistant tuberculosis,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes
9: No
10: Yes"
239,none,0,1,linezolid,xdr-tb,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes
9: No
10: Yes"
240,cid,1,0,linezolid,optic disc edema,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes
9: No
10: Yes"
241,cid,1,1,linezolid,toxic optic neuropathy,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes
9: No
10: Yes"
242,none,0,0,linezolid,deterioration of vision,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes
9: No
10: Yes"
243,none,0,1,ethambutol,optic neuropathy,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes
9: No
10: Yes"
244,none,0,0,ethambutol,loss of vision,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes
9: No
10: Yes"
245,none,0,1,ethambutol,extensively drug-resistant tuberculosis,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No
8: Yes
9: No
10: Yes"
246,none,0,0,ethambutol,xdr-tb,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: Yes
4: Yes"
247,none,0,1,ethambutol,optic disc edema,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: Yes
4: Yes"
248,none,0,1,ethambutol,toxic optic neuropathy,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: Yes
4: Yes"
249,none,0,1,ethambutol,deterioration of vision,linezolid-induced optic neuropathy.,many systemic antimicrobials have been implicated to cause ocular adverse effects. this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect. we describe a case of progressive loss of vision associated with linezolid therapy. a 45-year-old male patient who was on treatment with multiple second-line anti-tuberculous drugs including linezolid and ethambutol for extensively drug-resistant tuberculosis (xdr-tb) presented to us with painless progressive loss of vision in both eyes. color vision was defective and fundus examination revealed optic disc edema in both eyes. ethambutol-induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn. deterioration of vision occurred despite withdrawal of ethambutol. discontinuation of linezolid resulted in marked improvement of vision. our report emphasizes the need for monitoring of visual function in patients on long-term linezolid treatment.,"1: No
2: Yes
3: Yes
4: Yes"
