dataID,Model,promptID,trueLabel,predLabel,rawOutput,passage
LLL.d27.s3_161,llama3.2:1b,EMO01,false,0,1: No,"A low concentration of PROTEIN activated PROTEIN1 transcription by final PROTEIN RNA polymerase, whereas a higher concentration was needed to activate transcription of PROTEIN2 or PROTEIN "
LLL.d27.s3_162,llama3.2:1b,EMO01,false,0,1: No,"A low concentration of PROTEIN activated PROTEIN transcription by final PROTEIN1 RNA polymerase, whereas a higher concentration was needed to activate transcription of PROTEIN or PROTEIN2 "
LLL.d27.s3_163,llama3.2:1b,EMO01,true,0,1: No,"A low concentration of PROTEIN1 activated PROTEIN transcription by final PROTEIN RNA polymerase, whereas a higher concentration was needed to activate transcription of PROTEIN or PROTEIN2 "
LLL.d27.s3_164,llama3.2:1b,EMO01,false,0,1: No,"A low concentration of PROTEIN activated PROTEIN1 transcription by final PROTEIN RNA polymerase, whereas a higher concentration was needed to activate transcription of PROTEIN or PROTEIN2 "
LLL.d27.s3_165,llama3.2:1b,EMO01,true,0,1: No,"A low concentration of PROTEIN1 activated PROTEIN transcription by final PROTEIN2 RNA polymerase, whereas a higher concentration was needed to activate transcription of PROTEIN or PROTEIN "
LLL.d27.s3_166,llama3.2:1b,EMO01,true,0,1: No,"A low concentration of PROTEIN activated PROTEIN1 transcription by final PROTEIN2 RNA polymerase, whereas a higher concentration was needed to activate transcription of PROTEIN or PROTEIN "
LLL.d27.s3_167,llama3.2:1b,EMO01,true,0,1: No,"A low concentration of PROTEIN1 activated PROTEIN2 transcription by final PROTEIN RNA polymerase, whereas a higher concentration was needed to activate transcription of PROTEIN or PROTEIN "
LLL.d27.s4_168,llama3.2:1b,EMO01,true,0,1: No," PROTEIN1 at low concentration repressed PROTEIN2 transcription, whereas a higher concentration only partially repressed PROTEIN transcription and had little effect on PROTEIN transcription."
LLL.d27.s4_169,llama3.2:1b,EMO01,false,0,1: No," PROTEIN at low concentration repressed PROTEIN1 transcription, whereas a higher concentration only partially repressed PROTEIN2 transcription and had little effect on PROTEIN transcription."
LLL.d27.s4_170,llama3.2:1b,EMO01,false,0,1: No," PROTEIN at low concentration repressed PROTEIN1 transcription, whereas a higher concentration only partially repressed PROTEIN transcription and had little effect on PROTEIN2 transcription."
LLL.d27.s4_171,llama3.2:1b,EMO01,true,0,1: No," PROTEIN1 at low concentration repressed PROTEIN transcription, whereas a higher concentration only partially repressed PROTEIN2 transcription and had little effect on PROTEIN transcription."
LLL.d27.s4_172,llama3.2:1b,EMO01,true,0,1: No," PROTEIN1 at low concentration repressed PROTEIN transcription, whereas a higher concentration only partially repressed PROTEIN transcription and had little effect on PROTEIN2 transcription."
LLL.d27.s4_173,llama3.2:1b,EMO01,false,0,1: No," PROTEIN at low concentration repressed PROTEIN transcription, whereas a higher concentration only partially repressed PROTEIN1 transcription and had little effect on PROTEIN2 transcription."
LLL.d29.s0_174,llama3.2:1b,EMO01,true,0,1: No,A PROTEIN1 dependent promoter (PW) precedes PROTEIN2 demonstrating that this transcription factor is positively autoregulated.
LLL.d3.s0_11,llama3.2:1b,EMO01,true,0,1: No,"Analysis of the expression of a translational ywhE-lacZ fusion showed that PROTEIN1 expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor PROTEIN and to a lesser extent by PROTEIN2 "
LLL.d3.s0_12,llama3.2:1b,EMO01,false,0,1: No,"Analysis of the expression of a translational ywhE-lacZ fusion showed that PROTEIN expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor PROTEIN1 and to a lesser extent by PROTEIN2 "
LLL.d3.s0_13,llama3.2:1b,EMO01,true,0,1: No,"Analysis of the expression of a translational ywhE-lacZ fusion showed that PROTEIN1 expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor PROTEIN2 and to a lesser extent by PROTEIN "
LLL.d31.s0_175,llama3.2:1b,EMO01,true,0,1: No,The results indicate that PROTEIN1 is sufficient to repress the transcription of the PROTEIN and PROTEIN2 promoters and also to activate the transcription of the PROTEIN promoter.
LLL.d31.s0_176,llama3.2:1b,EMO01,false,0,1: No,The results indicate that PROTEIN is sufficient to repress the transcription of the PROTEIN and PROTEIN1 promoters and also to activate the transcription of the PROTEIN2 promoter.
LLL.d31.s0_177,llama3.2:1b,EMO01,false,0,1: No,The results indicate that PROTEIN is sufficient to repress the transcription of the PROTEIN1 and PROTEIN2 promoters and also to activate the transcription of the PROTEIN promoter.
LLL.d31.s0_178,llama3.2:1b,EMO01,true,0,1: No,The results indicate that PROTEIN1 is sufficient to repress the transcription of the PROTEIN and PROTEIN promoters and also to activate the transcription of the PROTEIN2 promoter.
LLL.d31.s0_179,llama3.2:1b,EMO01,true,0,1: No,The results indicate that PROTEIN1 is sufficient to repress the transcription of the PROTEIN2 and PROTEIN promoters and also to activate the transcription of the PROTEIN promoter.
LLL.d31.s0_180,llama3.2:1b,EMO01,false,0,1: No,The results indicate that PROTEIN is sufficient to repress the transcription of the PROTEIN1 and PROTEIN promoters and also to activate the transcription of the PROTEIN2 promoter.
LLL.d32.s0_181,llama3.2:1b,EMO01,true,0,1: No,"Transcriptional studies demonstrated that the expression from the PROTEIN1 promoter is induced by L-arabinose, repressed by glucose, and negatively regulated by PROTEIN2 "
LLL.d33.s0_182,llama3.2:1b,EMO01,true,0,1: No,"During endospore formation in Bacillus subtilis, the DNA binding protein PROTEIN1 stimulates transcription from several promoters that are used by RNA polymerase containing PROTEIN2 "
LLL.d33.s1_183,llama3.2:1b,EMO01,true,0,1: No," PROTEIN1 binds to a site on one of these promoters, PROTEIN2 that overlaps its -35 region."
LLL.d36.s0_184,llama3.2:1b,EMO01,true,0,1: No,"The PROTEIN1 dependent promoter drives expression of PROTEIN2 under stress conditions and after glucose starvation, whereas a PROTEIN dependent promoter is responsible for PROTEIN transcription following amino acid limitation."
LLL.d36.s0_185,llama3.2:1b,EMO01,false,0,1: No,"The PROTEIN dependent promoter drives expression of PROTEIN1 under stress conditions and after glucose starvation, whereas a PROTEIN dependent promoter is responsible for PROTEIN2 transcription following amino acid limitation."
LLL.d36.s0_186,llama3.2:1b,EMO01,false,0,1: No,"The PROTEIN dependent promoter drives expression of PROTEIN1 under stress conditions and after glucose starvation, whereas a PROTEIN2 dependent promoter is responsible for PROTEIN transcription following amino acid limitation."
LLL.d36.s0_187,llama3.2:1b,EMO01,false,0,1: No,"The PROTEIN1 dependent promoter drives expression of PROTEIN under stress conditions and after glucose starvation, whereas a PROTEIN dependent promoter is responsible for PROTEIN2 transcription following amino acid limitation."
LLL.d36.s0_188,llama3.2:1b,EMO01,false,0,1: No,"The PROTEIN1 dependent promoter drives expression of PROTEIN under stress conditions and after glucose starvation, whereas a PROTEIN2 dependent promoter is responsible for PROTEIN transcription following amino acid limitation."
LLL.d36.s0_189,llama3.2:1b,EMO01,true,0,1: No,"The PROTEIN dependent promoter drives expression of PROTEIN under stress conditions and after glucose starvation, whereas a PROTEIN1 dependent promoter is responsible for PROTEIN2 transcription following amino acid limitation."
LLL.d36.s1_190,llama3.2:1b,EMO01,false,0,1: No,"This indicates that the PROTEIN gene product, being a member of both the PROTEIN1 and PROTEIN2 regulons, might negatively regulate the activity of the PROTEIN regulon."
LLL.d36.s1_191,llama3.2:1b,EMO01,false,0,1: No,"This indicates that the PROTEIN gene product, being a member of both the PROTEIN1 and PROTEIN regulons, might negatively regulate the activity of the PROTEIN2 regulon."
LLL.d36.s1_192,llama3.2:1b,EMO01,true,0,1: No,"This indicates that the PROTEIN1 gene product, being a member of both the PROTEIN2 and PROTEIN regulons, might negatively regulate the activity of the PROTEIN regulon."
LLL.d36.s1_193,llama3.2:1b,EMO01,false,0,1: No,"This indicates that the PROTEIN gene product, being a member of both the PROTEIN and PROTEIN1 regulons, might negatively regulate the activity of the PROTEIN2 regulon."
LLL.d36.s1_194,llama3.2:1b,EMO01,true,0,1: No,"This indicates that the PROTEIN1 gene product, being a member of both the PROTEIN and PROTEIN2 regulons, might negatively regulate the activity of the PROTEIN regulon."
LLL.d36.s1_195,llama3.2:1b,EMO01,true,0,1: No,"This indicates that the PROTEIN1 gene product, being a member of both the PROTEIN and PROTEIN regulons, might negatively regulate the activity of the PROTEIN2 regulon."
LLL.d36.s2_196,llama3.2:1b,EMO01,true,0,1: No,"In addition to the typical PROTEIN1 dependent, stress- and starvation-inducible pattern, PROTEIN2 is also induced in response to amino acid depletion."
LLL.d39.s0_197,llama3.2:1b,EMO01,false,0,1: No,"The addition of PROTEIN to in vitro transcription reactions resulted in the stimulation of RNAP holoenzyme activity, but PROTEIN1 RNAP was observed to be more sensitive to PROTEIN dependent stimulation than PROTEIN2 RNAP."
LLL.d39.s0_198,llama3.2:1b,EMO01,true,0,1: No,"The addition of PROTEIN1 to in vitro transcription reactions resulted in the stimulation of RNAP holoenzyme activity, but PROTEIN RNAP was observed to be more sensitive to PROTEIN dependent stimulation than PROTEIN2 RNAP."
LLL.d39.s0_199,llama3.2:1b,EMO01,true,0,1: No,"The addition of PROTEIN to in vitro transcription reactions resulted in the stimulation of RNAP holoenzyme activity, but PROTEIN RNAP was observed to be more sensitive to PROTEIN1 dependent stimulation than PROTEIN2 RNAP."
LLL.d39.s0_200,llama3.2:1b,EMO01,true,0,1: No,"The addition of PROTEIN1 to in vitro transcription reactions resulted in the stimulation of RNAP holoenzyme activity, but PROTEIN2 RNAP was observed to be more sensitive to PROTEIN dependent stimulation than PROTEIN RNAP."
LLL.d39.s0_201,llama3.2:1b,EMO01,true,0,1: No,"The addition of PROTEIN to in vitro transcription reactions resulted in the stimulation of RNAP holoenzyme activity, but PROTEIN1 RNAP was observed to be more sensitive to PROTEIN2 dependent stimulation than PROTEIN RNAP."
LLL.d39.s0_202,llama3.2:1b,EMO01,false,0,1: No,"The addition of PROTEIN1 to in vitro transcription reactions resulted in the stimulation of RNAP holoenzyme activity, but PROTEIN RNAP was observed to be more sensitive to PROTEIN2 dependent stimulation than PROTEIN RNAP."
LLL.d4.s0_14,llama3.2:1b,EMO01,true,0,1: No,"Secondly, PROTEIN1 is essential for the activation of the first compartment-specific transcription factor PROTEIN2 in the prespore."
LLL.d4.s1_15,llama3.2:1b,EMO01,true,0,1: No,Localization of PROTEIN1 was shown to be dependent on the essential cell division protein PROTEIN2 
LLL.d40.s0_203,llama3.2:1b,EMO01,true,0,1: No,"Although PROTEIN1 is transcriptionally regulated by the key regulatory device that controls sporulation initiation, the PROTEIN2 phosphorelay, there is considerable evidence implicating a mechanism of post-translational control that governs the activity and concentration of sigmaH."
LLL.d41.s0_204,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN1 which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN2 and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_205,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN1 PROTEIN2 which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_206,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN1 which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN2 a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_207,llama3.2:1b,EMO01,true,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN1 which inhibits the sporulation-specific sigma factor, PROTEIN2 and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_208,llama3.2:1b,EMO01,true,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN1 which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN2 of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_209,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN1 which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN2 of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_210,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN1 which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN2 "
LLL.d41.s0_211,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN1 present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN2 which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_212,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN1 PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN2 and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_213,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN1 and PROTEIN2 a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_214,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN1 and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN2 and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_215,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN1 of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN2 and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_216,llama3.2:1b,EMO01,true,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN1 of B. subtilis, which inhibits stress response sigma factor PROTEIN2 and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_217,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN1 and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN2 "
LLL.d41.s0_218,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN1 present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN2 and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_219,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN1 PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN2 a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_220,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN1 PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN2 and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_221,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN1 PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN2 of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_222,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN1 PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN2 of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_223,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN1 PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN2 "
LLL.d41.s0_224,llama3.2:1b,EMO01,true,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN1 present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN2 PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_225,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN1 and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN2 a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_226,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN1 of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN2 a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_227,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN1 of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN2 a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_228,llama3.2:1b,EMO01,true,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN1 a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN2 "
LLL.d41.s0_229,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN1 present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN2 a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_230,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN1 and PROTEIN2 of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_231,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN1 and PROTEIN of Bacillus subtilis; PROTEIN2 of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_232,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN1 and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN2 "
LLL.d41.s0_233,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN1 present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN2 and PROTEIN of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_234,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN1 of Bacillus subtilis; PROTEIN2 of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_235,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN1 of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN2 "
LLL.d41.s0_236,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN1 present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN2 of Bacillus subtilis; PROTEIN of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN "
LLL.d41.s0_237,llama3.2:1b,EMO01,false,0,1: No,"The class includes AsiA form bacteriophage T4, which inhibits Escherichia coli sigma 70; PROTEIN present in both gram-positive and gram-negative bacteria, which inhibits the flagella sigma factor PROTEIN PROTEIN which inhibits the sporulation-specific sigma factor, PROTEIN and PROTEIN of Bacillus subtilis; PROTEIN1 of B. subtilis, which inhibits stress response sigma factor PROTEIN and PROTEIN a general regulator of the heat shock response, which in bacteria inhibits the heat shock sigma factor PROTEIN2 "
